ROWID,Country,State lgd code,State,District lgd code,District,Block lgd code,Block,YearCode,Year,Maintenance cost for the road,Road length of state and district,Sanction cost granted by ministry of rural development to for road construction,Total work done for each state in terms of habitations connected
7316,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4314,Kanand,2001,"Calendar Year (Jan - Dec), 2001",0,5.2222226933294071,84.3857273778000857029864,1.94953742353702404304
7317,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4314,Kanand,2003,"Calendar Year (Jan - Dec), 2003",0,1.0540265986536418,15.8741084711502182704532,0.48738435588425601076
7318,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4314,Kanand,2006,"Calendar Year (Jan - Dec), 2006",9.065349019447162,10.37257993675061135,239.208241867992850081008,2.43692177942128005380
7319,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4314,Kanand,2007,"Calendar Year (Jan - Dec), 2007",4.790988218342236,3.92385356498787561,112.7709922644991557696488,0.48738435588425601076
7320,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4314,Kanand,2010,"Calendar Year (Jan - Dec), 2010",11.99452899831154,9.86473075739931121,298.9469423687261093198612,2.43692177942128005380
7321,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4314,Kanand,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,343.5377370885766917442936,2.92430613530553606456
7322,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4315,Khultabad,2000,"Calendar Year (Jan - Dec), 2000",0,0.000000000000000,2.9015159434924217675134,0.49513923950382624019
7323,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4315,Khultabad,2001,"Calendar Year (Jan - Dec), 2001",0,2.0824179720693048,33.0901553760407076318977,1.98055695801530496076
7324,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4315,Khultabad,2003,"Calendar Year (Jan - Dec), 2003",0,1.3386972677588388,23.76668349618365952912,0.49513923950382624019
7325,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4315,Khultabad,2006,"Calendar Year (Jan - Dec), 2006",2.6787032857157,3.1236269581039572,47.384825220516171186183,0.99027847900765248038
7326,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4315,Khultabad,2007,"Calendar Year (Jan - Dec), 2007",6.243705810143249,5.21100306820199844,143.2140736340867017125556,0.49513923950382624019
7327,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4315,Khultabad,2010,"Calendar Year (Jan - Dec), 2010",3.3867523982061716,2.8261386763797708,82.5644681872630255516825,0.99027847900765248038
7328,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4315,Khultabad,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,121.5319263362141506546355,1.48541771851147872057
7329,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4316,Paithan,2000,"Calendar Year (Jan - Dec), 2000",0,4.1628905803885176,32.8241781222182206123185,3.47345800235113445633
7330,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4316,Paithan,2001,"Calendar Year (Jan - Dec), 2001",0,5.946986543412168,82.1820163356278412367678,2.97724971630097239114
7331,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4316,Paithan,2003,"Calendar Year (Jan - Dec), 2003",0,1.61064218884079550,35.0124566636994353198064,0.99241657210032413038
7332,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4316,Paithan,2006,"Calendar Year (Jan - Dec), 2006",6.6045322873276575,7.6815242852407170,147.0116289080815150538413,2.97724971630097239114
7333,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4316,Paithan,2007,"Calendar Year (Jan - Dec), 2007",32.33789400188906,26.912592019999815270,911.8472326943593158550997,2.48104143025081032595
7334,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4316,Paithan,2010,"Calendar Year (Jan - Dec), 2010",9.805075732351202,8.16223903083320058,252.5799417652534944230138,2.97724971630097239114
7335,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4316,Paithan,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,459.6278112025441177441932,5.45829114655178271709
7336,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4317,Phulambri,2000,"Calendar Year (Jan - Dec), 2000",0,1.469337667258731,13.4427148429780208753464,0.49494531822452212354
7337,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4317,Phulambri,2001,"Calendar Year (Jan - Dec), 2001",0,4.83412092528122499,50.5388664439059540346694,1.97978127289808849416
7338,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4317,Phulambri,2003,"Calendar Year (Jan - Dec), 2003",0,2.4978740343398427,28.8404636929429041386758,0.49494531822452212354
7339,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4317,Phulambri,2006,"Calendar Year (Jan - Dec), 2006",9.96324925585963,12.0975467937635519,168.8852414845714389943188,1.48483595467356637062
7340,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4317,Phulambri,2007,"Calendar Year (Jan - Dec), 2007",5.795809676409154,4.78024521081507152,141.108910225811257421254,0.49494531822452212354
7341,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4317,Phulambri,2010,"Calendar Year (Jan - Dec), 2010",2.078770336542993,1.7142272784685195,40.9913712553549222715828,0.49494531822452212354
7342,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4318,Sillod,2000,"Calendar Year (Jan - Dec), 2000",0,2.98108894708596,13.1810888905508604857692,2.49264162075470130215
7343,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4318,Sillod,2001,"Calendar Year (Jan - Dec), 2001",0,4.3772322706378846,61.7377476628524418516512,0.99705664830188052086
7344,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4318,Sillod,2003,"Calendar Year (Jan - Dec), 2003",0,2.732664868162130,39.3937081744072993791786,0.49852832415094026043
7345,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4318,Sillod,2006,"Calendar Year (Jan - Dec), 2006",2.7419057828301714,4.869111946907068,90.6025376311918829305482,0.49852832415094026043
7346,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4318,Sillod,2007,"Calendar Year (Jan - Dec), 2007",12.802207364196146,10.632550577939924,227.2990041133797023404542,0.49852832415094026043
7347,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4318,Sillod,2010,"Calendar Year (Jan - Dec), 2010",19.27809029491686,18.8355136640047906,345.48012863660160047799,2.99116994490564156258
7348,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4318,Sillod,2012,"Calendar Year (Jan - Dec), 2012",0,0.00000000000000,276.1797062963793948756157,2.49264162075470130215
7349,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4319,Soegaon,2000,"Calendar Year (Jan - Dec), 2000",0,2.0893387534842748,31.0321768369398290553860,1.97468513120838874040
7350,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4319,Soegaon,2001,"Calendar Year (Jan - Dec), 2001",0,2.5752314868527108,24.387361370423600943940,0.98734256560419437020
7351,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4319,Soegaon,2003,"Calendar Year (Jan - Dec), 2003",0,4.34873996364750220,49.6781411883750397366130,0.98734256560419437020
7352,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4319,Soegaon,2006,"Calendar Year (Jan - Dec), 2006",4.936712828020972,7.19607138118653716,124.5088342355169310540710,0.98734256560419437020
7353,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4319,Soegaon,2007,"Calendar Year (Jan - Dec), 2007",4.803421581664406,3.9357311402843316,52.9067513779007553271670,0.49367128280209718510
7354,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4319,Soegaon,2010,"Calendar Year (Jan - Dec), 2010",12.716972244982024,10.43211698542032092,286.7094709129739821905270,1.97468513120838874040
7355,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4319,Soegaon,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,163.0398778582206163511260,1.97468513120838874040
7356,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4320,Vaijapur,2001,"Calendar Year (Jan - Dec), 2001",0,4.53599342185339935,50.7338535391391197761732,1.49305042787342906934
7357,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4320,Vaijapur,2003,"Calendar Year (Jan - Dec), 2003",0,3.86272029206584170,53.0231975285450443491612,0.49768347595780968978
7358,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4320,Vaijapur,2006,"Calendar Year (Jan - Dec), 2006",10.227395430932988,15.46070997307778370,261.2141491912159937779308,2.98610085574685813868
7359,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4320,Vaijapur,2007,"Calendar Year (Jan - Dec), 2007",7.345808105137271,6.0447149608663935,157.1783953769954562263196,0.49768347595780968978
7360,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4320,Vaijapur,2010,"Calendar Year (Jan - Dec), 2010",19.748080326005887,16.25192876063834415,457.1073421629694657722366,2.48841737978904844890
7361,India,27,Maharashtra,469,Chhatrapati Sambhajinagar,4320,Vaijapur,2012,"Calendar Year (Jan - Dec), 2012",7.465252139367145,2.948641444325070,464.6273394846919701848124,5.47451823553590658758
7362,India,27,Maharashtra,470,Beed,4323,Beed,2000,"Calendar Year (Jan - Dec), 2000",0,6.5000000000000000,63.5700000000000000000000,6.00000000000000000000
7363,India,27,Maharashtra,470,Beed,4323,Beed,2001,"Calendar Year (Jan - Dec), 2001",0,12.6000000000000000,149.9600000000000000000000,6.00000000000000000000
7364,India,27,Maharashtra,470,Beed,4323,Beed,2003,"Calendar Year (Jan - Dec), 2003",0,1.8000000000000000,11.9100000000000000000000,2.00000000000000000000
7365,India,27,Maharashtra,470,Beed,4323,Beed,2004,"Calendar Year (Jan - Dec), 2004",0,1.8000000000000000,43.5300000000000000000000,1.00000000000000000000
7366,India,27,Maharashtra,470,Beed,4323,Beed,2006,"Calendar Year (Jan - Dec), 2006",16.48,25.8000000000000000,367.600000000000000000000,11.00000000000000000000
7367,India,27,Maharashtra,470,Beed,4323,Beed,2007,"Calendar Year (Jan - Dec), 2007",45.6,38.000000000000000,888.2700000000000000000000,1.00000000000000000000
7368,India,27,Maharashtra,470,Beed,4323,Beed,2010,"Calendar Year (Jan - Dec), 2010",18.62,15.52000000000000000,388.8400000000000000000000,2.00000000000000000000
7369,India,27,Maharashtra,470,Beed,4323,Beed,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,243.1500000000000000000000,4.00000000000000000000
7370,India,27,Maharashtra,470,Beed,4327,Majalgaon,2000,"Calendar Year (Jan - Dec), 2000",0,5.7000000000000000,27.4800000000000000000000,4.00000000000000000000
7371,India,27,Maharashtra,470,Beed,4327,Majalgaon,2001,"Calendar Year (Jan - Dec), 2001",0,2.29000000000000000,31.2300000000000000000000,3.00000000000000000000
7372,India,27,Maharashtra,470,Beed,4327,Majalgaon,2003,"Calendar Year (Jan - Dec), 2003",0,1.000000000000000,6.4800000000000000000000,1.00000000000000000000
7373,India,27,Maharashtra,470,Beed,4327,Majalgaon,2004,"Calendar Year (Jan - Dec), 2004",0,0.6000000000000000,4.9900000000000000000000,1.00000000000000000000
7374,India,27,Maharashtra,470,Beed,4327,Majalgaon,2006,"Calendar Year (Jan - Dec), 2006",28.33,41.6000000000000000,605.100000000000000000000,6.00000000000000000000
7375,India,27,Maharashtra,470,Beed,4327,Majalgaon,2007,"Calendar Year (Jan - Dec), 2007",26.4,21.5000000000000000,559.1400000000000000000000,2.00000000000000000000
7376,India,27,Maharashtra,470,Beed,4327,Majalgaon,2010,"Calendar Year (Jan - Dec), 2010",35.66,29.8000000000000000,743.5700000000000000000000,9.00000000000000000000
7377,India,27,Maharashtra,470,Beed,4327,Majalgaon,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,459.900000000000000000000,5.00000000000000000000
7378,India,27,Maharashtra,472,Buldhana,4341,D. Raja,2001,"Calendar Year (Jan - Dec), 2001",0,4,56.09,1
7379,India,27,Maharashtra,472,Buldhana,4341,D. Raja,2006,"Calendar Year (Jan - Dec), 2006",1.8,7.2,117.98,2
7380,India,27,Maharashtra,472,Buldhana,4341,D. Raja,2010,"Calendar Year (Jan - Dec), 2010",9.8,9.8,228.38,2
7381,India,27,Maharashtra,472,Buldhana,4342,Jalgaonjamod,2000,"Calendar Year (Jan - Dec), 2000",0,2.000000000000000,19.900000000000000000000,1.00000000000000000000
7382,India,27,Maharashtra,472,Buldhana,4342,Jalgaonjamod,2001,"Calendar Year (Jan - Dec), 2001",0,8.83000000000000000,114.9300000000000000000000,2.00000000000000000000
7383,India,27,Maharashtra,472,Buldhana,4342,Jalgaonjamod,2003,"Calendar Year (Jan - Dec), 2003",0,4.25000000000000000,80.0200000000000000000000,2.00000000000000000000
7384,India,27,Maharashtra,472,Buldhana,4342,Jalgaonjamod,2006,"Calendar Year (Jan - Dec), 2006",1.8,7.1000000000000000,114.7400000000000000000000,2.00000000000000000000
7385,India,27,Maharashtra,472,Buldhana,4342,Jalgaonjamod,2010,"Calendar Year (Jan - Dec), 2010",10.95,10.6000000000000000,285.5800000000000000000000,3.00000000000000000000
7386,India,27,Maharashtra,472,Buldhana,4342,Jalgaonjamod,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,63.7900000000000000000000,1.00000000000000000000
7387,India,27,Maharashtra,473,Chandrapur,4361,Nagbhid,2001,"Calendar Year (Jan - Dec), 2001",0,3.23000000000000000,44.8400000000000000000000,2.00000000000000000000
7388,India,27,Maharashtra,473,Chandrapur,4361,Nagbhid,2006,"Calendar Year (Jan - Dec), 2006",12.3,12.31000000000000000,162.0700000000000000000000,3.00000000000000000000
7389,India,27,Maharashtra,476,Gondia,4386,Gondia,2001,"Calendar Year (Jan - Dec), 2001",2,2.000000000000000,20.300000000000000000000,1.00000000000000000000
7390,India,27,Maharashtra,476,Gondia,4386,Gondia,2006,"Calendar Year (Jan - Dec), 2006",9.69,22.5000000000000000,268.700000000000000000000,8.00000000000000000000
7391,India,27,Maharashtra,476,Gondia,4386,Gondia,2007,"Calendar Year (Jan - Dec), 2007",13.85,13.827000000000000000,385.8200000000000000000000,2.00000000000000000000
7392,India,27,Maharashtra,476,Gondia,4386,Gondia,2008,"Calendar Year (Jan - Dec), 2008",15.2,15.23000000000000000,352.4200000000000000000000,3.00000000000000000000
7393,India,27,Maharashtra,476,Gondia,4386,Gondia,2009,"Calendar Year (Jan - Dec), 2009",19.6,19.6000000000000000,406.2500000000000000000000,6.00000000000000000000
7394,India,27,Maharashtra,476,Gondia,4386,Gondia,2013,"Calendar Year (Jan - Dec), 2013",0,0.000000000000000,95.1200000000000000000000,1.00000000000000000000
7395,India,27,Maharashtra,479,Jalna,4415,Jafrabad,2000,"Calendar Year (Jan - Dec), 2000",0,2.65,26.56,1
7396,India,27,Maharashtra,479,Jalna,4415,Jafrabad,2001,"Calendar Year (Jan - Dec), 2001",0,6.8,59.78,3
7397,India,27,Maharashtra,479,Jalna,4415,Jafrabad,2004,"Calendar Year (Jan - Dec), 2004",0,10.8,100.66,2
7398,India,27,Maharashtra,479,Jalna,4415,Jafrabad,2006,"Calendar Year (Jan - Dec), 2006",47.91,79.1,1269.7,15
7399,India,27,Maharashtra,479,Jalna,4415,Jafrabad,2007,"Calendar Year (Jan - Dec), 2007",10.35,8.88,264.73,1
7400,India,27,Maharashtra,479,Jalna,4415,Jafrabad,2010,"Calendar Year (Jan - Dec), 2010",28.36,22.605,574.63,3
7401,India,27,Maharashtra,479,Jalna,4415,Jafrabad,2012,"Calendar Year (Jan - Dec), 2012",0,0,1107.4,12
7402,India,27,Maharashtra,480,Kolhapur,4419,Ajara,2001,"Calendar Year (Jan - Dec), 2001",0,3.2000000000000000,41.2200000000000000000000,1.00000000000000000000
7403,India,27,Maharashtra,480,Kolhapur,4419,Ajara,2006,"Calendar Year (Jan - Dec), 2006",12.07,9.4000000000000000,240.2200000000000000000000,2.00000000000000000000
7404,India,27,Maharashtra,480,Kolhapur,4419,Ajara,2010,"Calendar Year (Jan - Dec), 2010",16.77,11.3000000000000000,352.6500000000000000000000,2.00000000000000000000
7405,India,27,Maharashtra,480,Kolhapur,4420,Gagan Bavada,2003,"Calendar Year (Jan - Dec), 2003",0,3.00000000000000,48.6700000000000000000000,1.00000000000000000000
7406,India,27,Maharashtra,480,Kolhapur,4420,Gagan Bavada,2010,"Calendar Year (Jan - Dec), 2010",1.24,4.500000000000000,139.6400000000000000000000,2.00000000000000000000
7407,India,27,Maharashtra,480,Kolhapur,4426,Karveer,2000,"Calendar Year (Jan - Dec), 2000",0,5.1000000000000000,27.9300000000000000000000,3.00000000000000000000
7408,India,27,Maharashtra,480,Kolhapur,4426,Karveer,2001,"Calendar Year (Jan - Dec), 2001",0,6.4000000000000000,68.8500000000000000000000,5.00000000000000000000
7409,India,27,Maharashtra,480,Kolhapur,4426,Karveer,2003,"Calendar Year (Jan - Dec), 2003",0,2.04000000000000000,37.1700000000000000000000,1.00000000000000000000
7410,India,27,Maharashtra,480,Kolhapur,4426,Karveer,2006,"Calendar Year (Jan - Dec), 2006",9.77,6.93000000000000000,147.4100000000000000000000,4.00000000000000000000
7411,India,27,Maharashtra,480,Kolhapur,4426,Karveer,2010,"Calendar Year (Jan - Dec), 2010",17.83,15.935000000000000000,422.5900000000000000000000,5.00000000000000000000
7412,India,27,Maharashtra,480,Kolhapur,4426,Karveer,2012,"Calendar Year (Jan - Dec), 2012",5.4,4.3000000000000000,248.6200000000000000000000,1.00000000000000000000
7413,India,27,Maharashtra,481,Latur,4439,Shirur Anantpal,2010,"Calendar Year (Jan - Dec), 2010",3.29,2.7000000000000000,77.2300000000000000000000,1.00000000000000000000
7414,India,27,Maharashtra,481,Latur,4439,Shirur Anantpal,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,322.8600000000000000000000,2.00000000000000000000
7415,India,27,Maharashtra,484,Nagpur,4446,Kalmeshwar,2000,"Calendar Year (Jan - Dec), 2000",0,2.6000000000000000,16.6800000000000000000000,3.00000000000000000000
7416,India,27,Maharashtra,484,Nagpur,4446,Kalmeshwar,2001,"Calendar Year (Jan - Dec), 2001",0,3.000000000000000,26.9300000000000000000000,1.00000000000000000000
7417,India,27,Maharashtra,484,Nagpur,4446,Kalmeshwar,2003,"Calendar Year (Jan - Dec), 2003",0,0.71000000000000000,6.5400000000000000000000,1.00000000000000000000
7418,India,27,Maharashtra,484,Nagpur,4446,Kalmeshwar,2007,"Calendar Year (Jan - Dec), 2007",12.35,12.35000000000000000,388.1200000000000000000000,1.00000000000000000000
7419,India,27,Maharashtra,484,Nagpur,4446,Kalmeshwar,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,243.1100000000000000000000,2.00000000000000000000
7420,India,27,Maharashtra,484,Nagpur,4450,Mouda,2001,"Calendar Year (Jan - Dec), 2001",0,8.01000000000000000,127.3600000000000000000000,4.00000000000000000000
7421,India,27,Maharashtra,484,Nagpur,4450,Mouda,2004,"Calendar Year (Jan - Dec), 2004",0,5.4000000000000000,71.3400000000000000000000,1.00000000000000000000
7422,India,27,Maharashtra,484,Nagpur,4450,Mouda,2006,"Calendar Year (Jan - Dec), 2006",16.85,19.2000000000000000,256.3800000000000000000000,6.00000000000000000000
7423,India,27,Maharashtra,484,Nagpur,4450,Mouda,2007,"Calendar Year (Jan - Dec), 2007",13.7,13.72000000000000000,424.0700000000000000000000,1.00000000000000000000
7424,India,27,Maharashtra,484,Nagpur,4450,Mouda,2010,"Calendar Year (Jan - Dec), 2010",12.31,12.3000000000000000,315.2700000000000000000000,1.00000000000000000000
7425,India,27,Maharashtra,484,Nagpur,4450,Mouda,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,95.6200000000000000000000,1.00000000000000000000
7426,India,27,Maharashtra,484,Nagpur,4451,Nagpur,2000,"Calendar Year (Jan - Dec), 2000",0,6.000000000000000,25.8100000000000000000000,2.00000000000000000000
7427,India,27,Maharashtra,484,Nagpur,4451,Nagpur,2001,"Calendar Year (Jan - Dec), 2001",0,4.14000000000000000,50.9400000000000000000000,1.00000000000000000000
7428,India,27,Maharashtra,484,Nagpur,4451,Nagpur,2007,"Calendar Year (Jan - Dec), 2007",22.05,22.03000000000000000,575.6400000000000000000000,1.00000000000000000000
7429,India,27,Maharashtra,484,Nagpur,4451,Nagpur,2010,"Calendar Year (Jan - Dec), 2010",7.94,7.94000000000000000,239.7200000000000000000000,1.00000000000000000000
7430,India,27,Maharashtra,484,Nagpur,4455,Saoner,2001,"Calendar Year (Jan - Dec), 2001",0,3.31999999999999668,42.2600000000000000000000,1.00000000000000000000
7431,India,27,Maharashtra,484,Nagpur,4455,Saoner,2003,"Calendar Year (Jan - Dec), 2003",0,0.7999999999999992,7.300000000000000000000,1.00000000000000000000
7432,India,27,Maharashtra,484,Nagpur,4455,Saoner,2004,"Calendar Year (Jan - Dec), 2004",0,3.54999999999999645,47.0600000000000000000000,1.00000000000000000000
7433,India,27,Maharashtra,484,Nagpur,4455,Saoner,2006,"Calendar Year (Jan - Dec), 2006",12.9,12.88999999999998711,190.700000000000000000000,3.00000000000000000000
7434,India,27,Maharashtra,484,Nagpur,4455,Saoner,2010,"Calendar Year (Jan - Dec), 2010",1.56,1.55999999999999844,33.900000000000000000000,1.00000000000000000000
7435,India,27,Maharashtra,485,Nanded,4467,Mahur,2010,"Calendar Year (Jan - Dec), 2010",5.85,6.8000000000000000,186.9400000000000000000000,1.00000000000000000000
7436,India,27,Maharashtra,485,Nanded,4467,Mahur,2013,"Calendar Year (Jan - Dec), 2013",48.59,24.4000000000000000,870.0800000000000000000000,2.00000000000000000000
7437,India,27,Maharashtra,486,Nandurbar,4477,Shahada,2000,"Calendar Year (Jan - Dec), 2000",0,7.4000000000000000,72.500000000000000000000,4.00000000000000000000
7438,India,27,Maharashtra,486,Nandurbar,4477,Shahada,2001,"Calendar Year (Jan - Dec), 2001",0,6.2000000000000000,87.3600000000000000000000,2.00000000000000000000
7439,India,27,Maharashtra,486,Nandurbar,4477,Shahada,2006,"Calendar Year (Jan - Dec), 2006",28.049999999999997,25.88000000000000000,603.1200000000000000000000,7.00000000000000000000
7440,India,27,Maharashtra,486,Nandurbar,4477,Shahada,2007,"Calendar Year (Jan - Dec), 2007",23.91,19.48000000000000000,885.0100000000000000000000,4.00000000000000000000
7441,India,27,Maharashtra,486,Nandurbar,4477,Shahada,2010,"Calendar Year (Jan - Dec), 2010",20.96,25.83000000000000000,862.9900000000000000000000,1.00000000000000000000
7442,India,27,Maharashtra,486,Nandurbar,4477,Shahada,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,175.1300000000000000000000,1.00000000000000000000
7443,India,27,Maharashtra,486,Nandurbar,4477,Shahada,2013,"Calendar Year (Jan - Dec), 2013",45.03,8.15000000000000000,563.0400000000000000000000,2.00000000000000000000
7444,India,27,Maharashtra,486,Nandurbar,4478,Taloda,2001,"Calendar Year (Jan - Dec), 2001",0,4,113.57,1
7445,India,27,Maharashtra,486,Nandurbar,4478,Taloda,2006,"Calendar Year (Jan - Dec), 2006",24.51,24.06,666.47,9
7446,India,27,Maharashtra,486,Nandurbar,4478,Taloda,2007,"Calendar Year (Jan - Dec), 2007",32.64,28.66,1130.11,2
7447,India,27,Maharashtra,486,Nandurbar,4478,Taloda,2010,"Calendar Year (Jan - Dec), 2010",8.14,9.81,300.24,2
7448,India,27,Maharashtra,486,Nandurbar,4478,Taloda,2012,"Calendar Year (Jan - Dec), 2012",0,0,185.02,4
7449,India,27,Maharashtra,486,Nandurbar,4478,Taloda,2017,"Calendar Year (Jan - Dec), 2017",53.14,9.595,664.26,2
7450,India,27,Maharashtra,487,Nashik,4480,Chandwad,2003,"Calendar Year (Jan - Dec), 2003",1.55,6.23000000000000000,102.1600000000000000000000,3.00000000000000000000
7451,India,27,Maharashtra,487,Nashik,4480,Chandwad,2004,"Calendar Year (Jan - Dec), 2004",1.2,4.62000000000000000,63.4200000000000000000000,2.00000000000000000000
7452,India,27,Maharashtra,487,Nashik,4480,Chandwad,2006,"Calendar Year (Jan - Dec), 2006",48.98,27.04000000000000000,581.7900000000000000000000,1.00000000000000000000
7453,India,27,Maharashtra,487,Nashik,4480,Chandwad,2007,"Calendar Year (Jan - Dec), 2007",42.15,35.000000000000000,1020.5200000000000000000000,1.00000000000000000000
7454,India,27,Maharashtra,487,Nashik,4480,Chandwad,2010,"Calendar Year (Jan - Dec), 2010",12.73,12.94000000000000000,426.4900000000000000000000,1.00000000000000000000
7455,India,27,Maharashtra,487,Nashik,4480,Chandwad,2012,"Calendar Year (Jan - Dec), 2012",0,0.000000000000000,515.3600000000000000000000,6.00000000000000000000
7456,India,27,Maharashtra,487,Nashik,4489,Peth,2001,"Calendar Year (Jan - Dec), 2001",0,1.500000000000000,23.5700000000000000000000,1.00000000000000000000
7457,India,27,Maharashtra,487,Nashik,4489,Peth,2003,"Calendar Year (Jan - Dec), 2003",0.9,3.6300000000000000,53.1600000000000000000000,1.00000000000000000000
7458,India,27,Maharashtra,487,Nashik,4489,Peth,2004,"Calendar Year (Jan - Dec), 2004",15.15,60.6500000000000000,1176.3600000000000000000000,9.00000000000000000000
7459,India,27,Maharashtra,487,Nashik,4489,Peth,2006,"Calendar Year (Jan - Dec), 2006",74.76,26.7600000000000000,809.6800000000000000000000,4.00000000000000000000
7460,India,27,Maharashtra,487,Nashik,4489,Peth,2007,"Calendar Year (Jan - Dec), 2007",30.41,28.300000000000000,1093.4300000000000000000000,1.00000000000000000000
7461,India,27,Maharashtra,487,Nashik,4489,Peth,2010,"Calendar Year (Jan - Dec), 2010",10.84,10.800000000000000,341.3900000000000000000000,1.00000000000000000000
7462,India,27,Maharashtra,487,Nashik,4489,Peth,2012,"Calendar Year (Jan - Dec), 2012",14.56,5.200000000000000,699.8400000000000000000000,3.00000000000000000000
7463,India,27,Maharashtra,487,Nashik,4489,Peth,2013,"Calendar Year (Jan - Dec), 2013",30.08,6.3600000000000000,377.2600000000000000000000,2.00000000000000000000
7464,India,27,Maharashtra,487,Nashik,4489,Peth,2017,"Calendar Year (Jan - Dec), 2017",17.21,3.7200000000000000,367.3600000000000000000000,3.00000000000000000000
7465,India,27,Maharashtra,487,Nashik,4492,Trimbak,2001,"Calendar Year (Jan - Dec), 2001",0,13.5000000000000000,167.4200000000000000000000,1.00000000000000000000
7466,India,27,Maharashtra,487,Nashik,4492,Trimbak,2003,"Calendar Year (Jan - Dec), 2003",1.1,4.35000000000000000,72.1300000000000000000000,1.00000000000000000000
7467,India,27,Maharashtra,487,Nashik,4492,Trimbak,2004,"Calendar Year (Jan - Dec), 2004",7.55,30.29000000000000000,447.9700000000000000000000,5.00000000000000000000
7468,India,27,Maharashtra,487,Nashik,4492,Trimbak,2006,"Calendar Year (Jan - Dec), 2006",37.74,13.32000000000000000,464.4600000000000000000000,2.00000000000000000000
7469,India,27,Maharashtra,487,Nashik,4492,Trimbak,2007,"Calendar Year (Jan - Dec), 2007",15.99,17.26000000000000000,672.0800000000000000000000,1.00000000000000000000
7470,India,27,Maharashtra,487,Nashik,4492,Trimbak,2010,"Calendar Year (Jan - Dec), 2010",8.7,14.35000000000000000,229.6400000000000000000000,1.00000000000000000000
7471,India,27,Maharashtra,487,Nashik,4492,Trimbak,2012,"Calendar Year (Jan - Dec), 2012",5.09,2.4000000000000000,234.7400000000000000000000,5.00000000000000000000
7472,India,27,Maharashtra,487,Nashik,4492,Trimbak,2013,"Calendar Year (Jan - Dec), 2013",125.41,29.402000000000000000,1729.3500000000000000000000,8.00000000000000000000
7473,India,27,Maharashtra,487,Nashik,4492,Trimbak,2017,"Calendar Year (Jan - Dec), 2017",61.82,14.46000000000000000,776.1300000000000000000000,3.00000000000000000000
